Date,Brand,Flour,Process order,Batch,Time,L*,a*,b*,%MC (MB),%MC (NIR),%Ash (NIR),%Protein (NIR),%WG (NIR),%HG,%WG,%GI,%WA,Stability (min),FN (sec.),Result,Column1
7/25/2023,VT28,F1,3792,230725001A,12.00,94.05,0.23,9.60,0.0,13.7,0.62,11.0,27.8,25.4,26.9,94.1,0,0,0,NC (Off-spec),Jul-23
7/25/2023,APW,F1,3790,230725002A,14.30,95.96,0.03,8.40,13.5,13.6,0.45,9.8,27.5,26.6,27.7,96.3,59,8.95,0,Pass,Jul-23
7/25/2023,APW,F3,3790,230725002A,14.30,86.94,2.23,13.49,0.0,10.5,1.99,14.7,28.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/25/2023,APW,F1,3790,230725002A,19.30,96.27,0.07,9.07,13.7,13.7,0.45,9.6,25.6,25.0,26.3,96.2,0,0,0,Pass,Jul-23
7/25/2023,Bread,F1,3795,230725003A,23.00,95.42,0.04,9.82,0.0,13.5,0.51,13.2,38.9,33.5,36.5,93.1,65,18.48,491,Pass,Jul-23
7/25/2023,Bread,F3,3795,230725003A,23.00,86.36,2.53,14.21,0.0,11.3,2.22,19.8,41.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/26/2023,Bread,F1,3795,230725003A,3.00,95.48,0.03,9.79,0.0,13.5,0.50,13.3,39.0,33.5,36.8,90.5,0,0,0,Pass,Jul-23
7/26/2023,VT28,F1,3796,230726001A,7.30,94.27,0.36,9.62,0.0,13.4,0.64,11.2,28.4,26.6,27.3,97.5,0,0,0,NC (Off-spec),Jul-23
7/26/2023,ASW,F1,3791,230726002A,15.00,96.21,0.24,8.69,0.0,12.9,0.49,9.1,25.0,21.1,25.2,84.4,58,5.25,0,Pass,Jul-23
7/26/2023,ASW,F3,3791,230726002A,15.00,86.25,2.38,13.63,0.0,10.0,2.10,15.1,27.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/26/2023,VT28,F1,3797,230726003A,22.45,94.42,0.27,9.55,0.0,13.4,0.62,11.0,28.5,25.2,27.6,93.3,0,0,0,NC (Off-spec),Jul-23
7/27/2023,C/P1,F1,3810,230727001A,6.30,96.33,0.18,8.95,13.6,13.9,0.42,12.4,36.1,34.1,35.8,94.7,65,30.58,0,NC (Off-spec),Jul-23
7/27/2023,C/P1,F3,3810,230727001A,6.30,91.21,1.14,11.67,0.0,12.5,1.53,16.7,35.5,37.1,39.4,95.1,0,0,0,Pass,Jul-23
7/27/2023,C/P1,F1,3810,230727001A,11.30,96.33,0.21,8.94,13.3,13.3,0.43,12.5,36.6,33.8,36.8,91.4,0,0,0,Pass,Jul-23
7/27/2023,C/P2,F1,3811,230727002A,14.50,96.00,0.04,9.01,13.3,13.8,0.46,13.2,38.0,34.3,37.3,92.7,65,31.3,0,Pass,Jul-23
7/27/2023,C/P2,F3,3811,230727002A,14.50,88.49,1.96,13.25,0.0,11.0,1.93,17.6,37.1,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/27/2023,C/P2,F1,3811,230727002A,19.00,95.89,0.10,9.25,0.0,13.3,0.49,12.8,36.8,35.5,37.4,96.0,0,0,0,Pass,Jul-23
7/27/2023,VT28 (Food),F1,3812,230727003A,3.00,94.25,0.81,9.48,0.0,13.5,0.60,10.9,28.3,26.3,27.1,97.4,0,0,0,NC (Off-spec),Jul-23
7/27/2023,VT28 (Food),F1,3812,230727003A,22.15,95.09,0.05,9.70,0.0,12.8,0.46,10.6,28.8,26.0,26.9,96.3,59,4.48,0,NC (Off-spec),Jul-23
7/27/2023,VT28 (Food),F3,3812,230727003A,22.15,82.70,3.24,13.78,0.0,9.3,4.20,17.1,24.4,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/28/2023,VT28 (Food),F1,3812,230727003A,2.00,95.40,0.15,8.99,0.0,13.5,0.46,10.7,28.7,25.6,26.8,94.8,0,0,0,NC (Off-spec),Jul-23
7/28/2023,APW,F1,3818,0,5.30,96.02,0.01,8.26,0.0,13.3,0.48,9.6,27.2,26.3,27.1,97.4,60,8.05,0,Pass,Jul-23
7/28/2023,APW,F3,3818,0,5.30,88.69,1.78,12.60,0.0,11.0,1.68,13.2,28.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Jul-23
7/28/2023,VT28,F1,3804,0,10.00,94.36,0.18,9.66,0.0,13.0,0.61,10.9,28.3,25.2,26.2,96.9,0,0,0,NC (Off-spec),Jul-23
7/28/2023,VT28,F1,3804,0,13.00,94.22,0.27,9.58,0.0,13.4,0.61,10.9,28.2,25.2,25.7,96.9,0,0,0,NC (Off-spec),Jul-23
8/1/2023,APW,F1,3836,230731002A,0.50,95.74,0.25,8.24,13.7,13.8,0.47,9.7,28.5,23.6,27.6,87.4,61,6.4,0,Pass,Aug-23
8/1/2023,APW,F3,3836,230731002A,0.50,89.28,1.79,12.31,0.0,11.9,1.62,12.7,29.1,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/1/2023,APW,F1,3836,230731002A,5.30,95.96,0.19,7.92,0.0,13.5,0.46,9.4,26.3,23.8,27.1,88.2,0,0,0,Pass,Aug-23
8/1/2023,C/P1,F1,3835,230801001A,9.30,96.21,0.02,8.71,13.6,13.9,0.41,12.6,37.7,34.3,35.8,95.3,66,30.03,0,Pass,Aug-23
8/1/2023,C/P1,F3,3835,230801001A,9.30,90.70,1.42,11.86,0.0,12.9,1.29,16.6,41.5,37.7,38.6,99.2,0,0,0,Pass,Aug-23
8/1/2023,C/P1,F1,3835,230801001A,14.00,96.20,0.02,8.69,13.6,14.2,0.41,12.6,36.7,34.5,36.5,95.8,0,0,0,Pass,Aug-23
8/1/2023,Bread,F1,3837,230801002A,17.20,95.28,0.04,10.13,13.5,13.9,0.49,13.3,38.8,33.2,35.5,93.5,65,35.67,531,Pass,Aug-23
8/1/2023,Bread,F3,3837,230801002A,17.20,86.56,2.49,14.37,0.0,12.0,2.12,19.7,41.0,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/1/2023,Bread,F1,3837,230801002A,23.00,95.22,0.00,10.14,13.4,13.7,0.52,13.4,38.8,34.5,36.6,95.8,0,0,0,Pass,Aug-23
8/2/2023,C/P1,F1,3849,230802002A,16.15,96.06,0.12,9.01,13.2,14.0,0.42,12.6,37.4,33.1,37.2,89.5,66,33.02,0,Pass,Aug-23
8/2/2023,C/P1,F3,3849,230802002A,16.15,89.48,1.65,12.15,0.0,12.4,1.29,16.0,39.6,37.4,39.1,95.9,0,0,0,Pass,Aug-23
8/2/2023,VT28,F1,3838,230801003A,1.00,93.69,0.50,9.46,0.0,13.4,0.69,10.5,26.9,22.2,23.4,96.5,0,0,0,NC (Off-spec),Aug-23
8/2/2023,VT28,F1,3838,230801003A,5.30,93.86,0.48,9.29,13.6,13.9,0.64,10.3,26.7,22.9,23.1,99.6,0,0,0,NC (Off-spec),Aug-23
8/2/2023,VT28,F1,3850,230802001A,10.00,93.76,0.47,9.27,13.5,14.0,0.65,10.5,26.9,22.1,22.7,96.1,0,0,0,NC (Off-spec),Aug-23
8/2/2023,VT28,F1,3850,230802001A,11.00,93.83,0.39,9.34,0.0,13.5,0.65,10.4,26.5,22.4,22.8,97.4,0,0,0,NC (Off-spec),Aug-23
8/2/2023,VT28,F1,3850,230802001A,11.30,93.98,0.37,9.25,0.0,13.5,0.65,10.5,26.4,22.7,23.2,97.8,0,0,0,NC (Off-spec),Aug-23
8/2/2023,VT28,F1,3850,230802001A,13.00,93.70,0.47,9.41,0.0,13.5,0.66,10.5,26.8,22.2,23.0,96.5,0,0,0,NC (Off-spec),Aug-23
8/2/2023,VT28,F1,3850,230802001A,14.00,93.90,0.40,9.31,0.0,13.5,0.64,10.6,27.2,21.9,23.0,95.2,0,0,0,NC (Off-spec),Aug-23
8/3/2023,VT28,F1,3851,230802003A,3.00,94.23,0.29,9.17,13.7,13.8,0.63,10.7,26.9,24.7,25.3,98.8,0,0,0,NC (Off-spec),Aug-23
8/3/2023,VT28,F1,3851,230802003A,5.00,94.04,0.35,9.22,13.5,13.7,0.65,10.3,26.6,21.6,21.9,98.2,0,0,0,NC (Off-spec),Aug-23
8/3/2023,VT28,F1,3858,230803001A,7.15,94.01,0.32,9.33,13.7,13.8,0.64,10.6,27.2,23.7,24.4,98.8,0,0,0,NC (Off-spec),Aug-23
8/3/2023,VT28,F1,3858,230803001A,13.30,93.91,0.30,9.50,13.4,13.8,0.64,10.6,27.0,23.6,24.1,98.3,0,0,0,NC (Off-spec),Aug-23
8/3/2023,C/P1,F1,3866,230803002A,15.45,95.97,0.07,9.16,0.0,13.5,0.42,12.9,37.3,35.9,37.3,97.0,65,34.32,0,Pass,Aug-23
8/3/2023,C/P1,F3,3866,230803002A,15.45,89.98,1.50,12.15,0.0,12.1,1.40,16.5,39.9,33.2,36.5,92.2,0,0,0,Pass,Aug-23
8/3/2023,C/P1,F1,3866,230803002A,20.00,96.08,0.14,9.08,0.0,13.5,0.44,12.7,26.7,34.4,36.4,95.9,0,0,0,Pass,Aug-23
8/3/2023,Bread,F1,3867,230803003A,22.30,95.25,0.03,9.87,0.0,13.4,0.49,13.5,38.0,32.8,36.0,91.1,65,18.78,516,Pass,Aug-23
8/3/2023,Bread,F3,3867,230803003A,22.30,85.91,2.64,14.17,0.0,11.0,2.28,14.0,0.0,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/4/2023,Bread,F1,3867,230803003A,2.30,95.19,0.04,9.84,0.0,13.4,0.50,13.4,39.2,33.1,36.4,91.9,0,0,0,Pass,Aug-23
8/4/2023,C/P2,F1,3874,230804001A,6.30,95.84,0.05,9.14,13.4,14.0,0.46,13.1,37.4,34.2,36.8,92.4,65,35.63,0,Pass,Aug-23
8/4/2023,C/P2,F3,3874,230804001A,6.30,88.02,2.10,13.11,0.0,11.0,1.97,17.6,36.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/4/2023,C/P2,F1,3874,230804001A,10.40,95.77,0.05,9.18,13.4,14.4,0.45,13.2,38.3,34.1,37.3,92.2,0,0,0,Pass,Aug-23
8/4/2023,VT34,F1,3860,230804002A,13.00,94.21,0.31,10.17,13.7,14.1,0.61,13.2,37.4,32.8,36.7,88.7,0,0,0,NC (Off-spec),Aug-23
8/4/2023,VT34,F1,3860,230804002A,17.00,94.12,0.29,10.24,0.0,13.5,0.62,13.4,37.7,30.8,33.8,90.6,0,0,0,Pass,Aug-23
8/4/2023,VT28,F1,3859,230804003A,20.40,94.03,0.29,9.33,0.0,13.1,0.63,10.6,27.5,24.1,24.4,98.8,0,0,0,NC (Off-spec),Aug-23
8/5/2023,VT28,F1,3859,230804003A,0.00,94.21,0.25,9.54,0.0,13.2,0.61,10.6,27.6,24.0,24.3,98.8,0,0,0,Pass,Aug-23
8/5/2023,Bread,F1,3875,230805001A,4.30,95.19,0.05,10.06,0.0,13.3,0.50,13.5,39.2,33.9,36.6,94.2,64,16.25,538,Pass,Aug-23
8/5/2023,Bread,F3,3875,230805001A,4.30,85.58,2.62,13.73,0.0,10.9,2.25,20.0,41.1,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/5/2023,Bread,F1,3875,230805001A,7.30,95.34,0.10,9.94,0.0,13.5,0.49,13.6,39.1,34.2,36.6,95.0,0,0,0,Pass,Aug-23
8/5/2023,VT28,F1,3868,230805002A,12.00,94.07,0.31,9.71,0.0,13.1,0.62,10.8,27.6,23.9,24.4,99.6,0,0,0,NC (Off-spec),Aug-23
8/5/2023,VT28,F1,3876,230805003A,20.45,94.28,0.28,9.51,0.0,13.5,0.59,10.7,27.2,22.3,23.7,92.9,0,0,0,NC (Off-spec),Aug-23
8/6/2023,VT28,F1,3876,230805003A,0.30,94.34,0.24,9.59,0.0,13.2,0.58,10.7,27.0,21.9,22.0,99.6,0,0,0,NC (Off-spec),Aug-23
8/6/2023,VT28,F1,3882,230806001A,4.30,94.17,0.27,9.56,0.0,13.1,0.59,10.7,28.1,22.6,23.4,98.3,0,0,0,NC (Off-spec),Aug-23
8/6/2023,VT28,F1,3882,230806001A,8.00,94.24,0.16,9.67,0.0,13.4,0.56,10.7,28.2,23.4,24.6,97.5,0,0,0,NC (Off-spec),Aug-23
8/6/2023,APW,F1,3881,230806002A,14.00,95.95,0.01,8.38,0.0,13.2,0.50,9.5,26.5,24.6,26.7,91.1,59,5.35,0,Pass,Aug-23
8/6/2023,APW,F3,3881,230806002A,14.00,87.15,2.20,13.37,0.0,10.2,1.97,14.3,28.1,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/6/2023,APW,F1,3881,230806002A,0.00,96.06,0.03,8.15,0.0,13.3,0.46,9.6,26.9,25.0,25.5,98.0,0,0,0,Pass,Aug-23
8/6/2023,VT28,F1,3883,230806003A,20.30,94.27,0.19,10.18,0.0,13.1,0.68,10.5,26.9,23.1,24.1,96.3,0,0,0,NC (Off-spec),Aug-23
8/7/2023,VT28,F1,3883,230806003A,2.00,94.18,0.21,10.18,0.0,13.0,0.70,10.4,25.7,22.8,23.4,99.1,0,0,0,NC (Off-spec),Aug-23
8/7/2023,VT28,F1,3885,230807001A,4.00,94.22,0.16,10.17,0.0,12.9,0.68,10.2,25.5,22.1,23.0,96.1,0,0,0,NC (Off-spec),Aug-23
8/7/2023,C/P1,F1,3884,230807004A,13.00,96.28,0.18,8.05,13.3,13.6,0.41,12.6,37.0,33.8,35.8,93.9,0,0,0,Pass,Aug-23
8/7/2023,C/P1,F3,3884,230807004A,13.00,90.42,1.44,12.08,0.0,12.4,1.31,17.1,41.5,37.4,40.2,93.5,0,0,0,Pass,Aug-23
8/7/2023,VT28,F1,3886,230807003A,18.45,94.45,0.14,9.90,0.0,13.1,0.68,10.1,25.8,21.9,22.6,99.6,0,0,0,NC (Off-spec),Aug-23
8/7/2023,VT28,F1,3886,230807003A,22.00,94.35,0.17,9.95,0.0,13.3,0.65,10.3,25.9,22.0,22.7,95.7,0,0,0,NC (Off-spec),Aug-23
8/8/2023,C/P1,F1,3887,230807004A,1.00,96.24,0.18,8.86,13.6,13.9,0.43,12.4,36.5,33.3,35.1,95.1,65,33.5,0,NC (Off-spec),Aug-23
8/8/2023,C/P1,F3,3887,230807004A,1.00,90.71,1.35,11.96,0.0,12.6,1.25,16.6,41.0,38.4,39.1,98.5,0,0,0,Pass,Aug-23
8/8/2023,C/P1,F1,3887,230807004A,5.00,96.28,0.18,9.00,13.5,13.8,0.41,12.4,37.4,32.6,34.6,95.9,0,0,0,Pass,Aug-23
8/8/2023,VT28,F1,3888,230808001A,9.00,94.35,0.17,10.01,0.0,13.6,0.68,10.5,26.3,21.8,22.4,99.1,0,0,0,NC (Off-spec),Aug-23
8/8/2023,VT28,F1,3888,230808001A,12.30,94.34,0.18,9.90,0.0,13.4,0.69,10.5,26.2,21.6,22.0,98.1,0,0,0,NC (Off-spec),Aug-23
8/8/2023,VT28,F1,3889,230808002A,17.00,94.54,0.11,9.97,0.0,13.5,0.65,10.2,26.1,23.3,24.0,97.1,0,0,0,NC (Off-spec),Aug-23
8/8/2023,VT28,F1,3889,230808002A,21.00,94.57,0.15,9.79,13.7,13.6,0.67,10.4,26.3,20.8,21.8,94.6,0,0,0,NC (Off-spec),Aug-23
8/9/2023,VT28,F1,3894,230808003A,1.30,94.40,0.08,9.85,0.0,13.4,0.66,10.2,26.0,22.1,22.7,96.1,0,0,0,NC (Off-spec),Aug-23
8/9/2023,VT28,F1,3894,230808003A,6.00,94.56,0.13,9.93,0.0,13.5,0.67,10.1,25.8,21.9,22.2,99.6,0,0,0,NC (Off-spec),Aug-23
8/9/2023,VT28,F1,3895,230809001A,8.40,94.47,0.16,9.87,0.0,13.5,0.67,10.2,25.4,21.7,22.4,98.6,0,0,0,NC (Off-spec),Aug-23
8/9/2023,C/P1,F1,3900,230809002A,14.00,96.18,0.11,8.97,13.3,13.9,0.41,12.7,37.0,34.8,36.9,94.1,65,0,0,Pass,Aug-23
8/9/2023,C/P1,F3,3900,230809002A,14.00,90.63,1.45,11.83,0.0,12.5,1.28,16.7,40.9,35.1,37.6,94.9,0,0,0,Pass,Aug-23
8/9/2023,C/P1,F1,3900,230809002A,19.00,96.25,0.15,8.92,0.0,13.5,0.44,12.5,36.5,33.6,36.7,90.8,0,0,0,Pass,Aug-23
8/10/2023,Bread,F1,3896,230809003A,0.00,95.14,0.01,9.99,0.0,13.4,0.51,13.5,39.0,32.8,36.7,88.7,65,19.13,0,Pass,Aug-23
8/10/2023,Bread,F3,3896,230809003A,0.00,85.56,2.76,13.91,0.0,11.4,2.18,19.8,41.1,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/10/2023,Bread,F1,3896,230809003A,5.30,95.27,0.03,10.00,0.0,13.5,0.51,13.3,38.7,32.1,35.7,89.2,0,0,0,Pass,Aug-23
8/10/2023,APW,F1,3902,230810001A,9.50,95.97,0.06,8.14,0.0,13.4,0.48,9.8,26.9,25.2,26.8,93.3,0,0,0,Pass,Aug-23
8/10/2023,APW,F3,3902,230810001A,9.50,87.83,2.03,13.44,0.0,10.6,2.00,14.7,28.0,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/10/2023,APW,F1,3902,230810001A,13.40,96.00,0.04,8.39,0.0,13.4,0.47,9.9,28.9,24.0,28.3,85.7,0,0,0,Pass,Aug-23
8/10/2023,VT28 (Food),F1,3903,230810002A,16.00,95.40,0.27,9.62,13.7,13.7,0.42,10.9,28.7,25.1,26.9,93.0,59,4.27,0,Pass,Aug-23
8/10/2023,VT28 (Food),F3,3903,230810002A,16.00,85.17,2.36,13.77,0.0,10.3,3.71,17.2,26.6,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/10/2023,VT28 (Food),F1,3903,230810002A,21.00,95.17,0.23,9.59,13.8,13.8,0.45,10.7,28.5,23.9,24.6,99.6,0,0,0,NC (Off-spec),Aug-23
8/11/2023,Bread,F1,3901,230810003A,0.00,95.43,0.06,9.82,13.5,13.6,0.51,13.3,40.0,32.3,35.7,89.7,65,36.42,553,Pass,Aug-23
8/11/2023,Bread,F3,3901,230810003A,0.00,87.34,2.22,12.96,0.0,11.7,1.80,18.0,39.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/11/2023,Bread,F1,3901,230810003A,4.30,95.45,0.10,9.90,13.5,13.7,0.49,13.1,39.9,33.6,36.2,93.9,0,0,0,Pass,Aug-23
8/15/2023,VT28,F1,3926,230814002A,2.00,94.28,0.11,9.92,13.5,13.8,0.62,12.0,31.2,27.6,29.9,92.0,0,0,0,Pass,Aug-23
8/15/2023,VT28,F1,3925,230815001A,9.00,94.21,0.20,9.73,13.7,14.2,0.62,12.1,31.0,27.6,30.0,92.0,0,0,0,Pass,Aug-23
8/15/2023,VT28,F1,3925,230815001A,19.00,94.41,0.14,9.92,0.0,13.7,0.64,12.2,31.1,29.1,30.1,97.0,0,0,0,Pass,Aug-23
8/15/2023,Bread,F1,3928,230815002A,10.30,95.51,0.09,9.80,13.2,13.9,0.48,13.4,39.3,33.3,34.2,97.9,65,36,552,NC (Off-spec),Aug-23
8/15/2023,Bread,F3,3928,230815002A,10.30,87.45,2.07,12.99,0.0,12.1,1.89,18.2,39.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/15/2023,Bread,F1,3928,230815002A,14.18,95.66,0.12,9.83,13.3,14.1,0.46,13.4,39.2,33.6,35.6,96.0,66,35.56,0,NC (Off-spec),Aug-23
8/15/2023,Bread,F1,3928,230815002A,15.30,95.32,0.02,9.95,13.3,13.9,0.49,13.4,39.2,32.8,36.0,91.1,0,0,0,Pass,Aug-23
8/15/2023,VT28,F1,3929,230815004A,22.30,94.30,0.13,9.50,0.0,13.7,0.64,10.9,28.1,25.0,25.8,96.2,0,0,0,NC (Off-spec),Aug-23
8/16/2023,VT28,F1,3929,230815004A,2.30,94.50,0.01,9.54,0.0,13.6,0.61,9.5,28.6,25.0,25.6,97.7,0,0,0,NC (Off-spec),Aug-23
8/16/2023,VT28,F1,3929,230815004A,22.00,94.02,0.06,9.67,0.0,13.3,0.61,10.8,28.1,24.5,25.4,96.5,0,0,0,NC (Off-spec),Aug-23
8/16/2023,VT34,F1,3944,230816001A,6.00,94.35,0.27,10.47,13.8,14.2,0.61,13.2,37.7,32.0,36.0,88.9,0,0,0,NC (Off-spec),Aug-23
8/16/2023,VT34,F1,3944,230816001A,10.00,94.36,0.33,9.99,13.8,14.2,0.58,13.5,38.4,32.2,36.9,87.0,0,0,0,NC (Off-spec),Aug-23
8/16/2023,Bread,F1,3940,239816002A,13.25,95.85,0.08,9.92,13.2,13.7,0.49,13.4,39.5,32.0,33.7,94.1,65,18.58,490,NC (Off-spec),Aug-23
8/16/2023,Bread,F3,3940,239816002A,13.25,85.49,2.39,13.27,0.0,11.6,1.89,18.5,40.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/16/2023,Bread,F1,3940,239816002A,14.00,95.15,0.04,9.66,13.2,13.7,0.48,13.3,39.4,32.5,34.1,97.0,0,0,0,NC (Off-spec),Aug-23
8/16/2023,Bread,F1,3940,239816002A,19.15,95.38,0.22,10.02,0.0,13.4,0.49,13.4,40.0,31.7,35.3,90.6,0,0,0,NC (Off-spec),Aug-23
8/17/2023,VT28,F1,3919,230816003A,2.00,94.25,0.00,9.55,0.0,13.6,0.57,11.0,28.3,24.9,25.2,98.8,0,0,0,NC (Off-spec),Aug-23
8/17/2023,APW,F1,3949,230817001A,4.50,95.80,0.05,8.41,0.0,13.4,0.51,9.9,28.4,25.4,27.6,94.1,62,6.98,0,Pass,Aug-23
8/17/2023,APW,F3,3949,230817001A,4.50,87.88,1.23,10.99,0.0,11.2,1.49,12.5,29.5,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/17/2023,APW,F1,3949,230817001A,9.25,95.88,0.02,8.34,0.0,13.5,0.46,9.9,28.9,20.3,27.1,75.2,0,0,0,Pass,Aug-23
8/17/2023,ASW,F1,3950,230817002A,12.00,95.15,0.11,9.99,0.0,13.1,0.50,9.3,26.4,19.4,23.9,80.8,59,4.32,0,Pass,Aug-23
8/17/2023,ASW,F3,3950,230817002A,12.00,88.08,1.75,13.55,0.0,10.4,1.92,13.6,27.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/17/2023,ASW,F1,3950,230817002A,0.00,95.44,0.15,9.66,0.0,13.3,0.53,8.9,24.9,21.7,22.5,98.6,0,0,0,NC (Off-spec),Aug-23
8/17/2023,Bread,F1,3951,230817003A,19.00,95.26,0.19,9.96,0.0,13.5,0.49,13.6,39.2,33.9,35.6,96.9,65,37.62,458,NC (Off-spec),Aug-23
8/17/2023,Bread,F3,3951,230817003A,19.00,87.44,1.97,13.44,0.0,11.5,1.85,18.2,39.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/17/2023,Bread,F1,3951,230817003A,23.30,95.15,0.15,10.08,0.0,13.5,0.50,13.5,39.4,33.5,35.4,95.7,0,0,0,NC (Off-spec),Aug-23
8/18/2023,VT28,F1,3941,230818001A,2.45,93.76,0.14,9.77,0.0,13.4,0.63,11.1,"28,5",24.7,25.2,98.8,0,0,0,NC (Off-spec),Aug-23
8/18/2023,VT28,F1,3941,230818001A,6.30,93.88,0.11,9.62,0.0,13.6,0.62,10.9,28.6,26.2,26.6,98.5,0,0,0,NC (Off-spec),Aug-23
8/18/2023,VT34,F1,3953,230818002A,9.35,93.76,0.28,10.40,13.6,14.3,0.61,13.5,37.8,33.0,37.5,89.2,0,0,0,NC (Off-spec),Aug-23
8/18/2023,VT34,F1,3953,230818002A,0.00,94.09,0.17,10.44,13.5,13.9,0.59,13.6,38.1,31.1,37.5,84.1,0,0,0,Pass,Aug-23
8/18/2023,C/P1,F1,3939,230818003A,18.00,95.99,0.15,9.26,13.4,13.7,0.42,12.6,36.5,34.0,36.2,94.4,65,33.93,0,Pass,Aug-23
8/18/2023,C/P1,F3,3939,230818003A,18.00,90.82,1.21,11.72,0.0,12.7,1.19,16.4,41.0,36.4,38.0,95.8,0,0,0,Pass,Aug-23
8/18/2023,C/P1,F1,3939,230818003A,23.00,95.72,0.10,9.48,13.5,13.7,0.43,12.2,34.9,32.4,33.9,95.3,0,0,0,Pass,Aug-23
8/19/2023,VT34,F1,3959,230819001A,2.00,93.99,0.28,10.53,13.5,14.1,0.58,13.3,37.6,32.5,36.4,90.3,0,0,0,Pass,Aug-23
8/19/2023,VT34,F1,3959,230819001A,6.00,93.84,0.31,10.41,13.5,14.0,0.60,13.4,36.4,33.7,35.7,93.6,0,0,0,Pass,Aug-23
8/19/2023,VT28,F1,3945,230819002A,10.30,93.70,0.24,10.19,0.0,13.7,0.65,11.9,30.2,27.8,29.6,95.9,0,0,0,Pass,Aug-23
8/19/2023,VT28,F1,3945,230819002A,15.00,93.84,0.29,10.00,0.0,13.3,0.65,11.8,30.0,27.0,28.3,96.4,0,0,0,Pass,Aug-23
8/19/2023,VT28,F1,3945,230819002A,19.30,93.89,0.16,9.99,0.0,13.4,0.65,11.7,29.2,27.8,28.5,99.3,0,0,0,Pass,Aug-23
8/20/2023,VT28,F1,3712,230820001A,2.30,93.78,0.21,9.98,0.0,13.6,0.65,11.9,29.1,27.6,28.3,98.6,0,0,0,Pass,Aug-23
8/20/2023,VT28,F1,3712,230820001A,6.30,93.84,0.23,9.94,0.0,13.5,0.65,12.0,29.3,27.9,28.8,96.2,0,0,0,Pass,Aug-23
8/20/2023,VT28,F1,3964,230820002A,9.10,93.85,0.24,9.81,0.0,13.5,0.60,12.0,29.5,28.3,28.9,97.6,0,0,0,Pass,Aug-23
8/20/2023,VT28,F1,3964,230820002A,13.30,93.89,0.23,9.90,0.0,13.5,0.61,11.9,29.7,26.6,27.7,95.0,0,0,0,Pass,Aug-23
8/20/2023,VT28,F1,3965,230820003A,18.30,93.72,"9,25",9.71,0.0,13.5,0.61,11.8,30.1,27.7,28.2,98.9,0,0,0,Pass,Aug-23
8/20/2023,VT28,F1,3965,230820003A,22.30,93.99,0.19,9.78,0.0,13.6,0.60,11.7,29.9,25.5,27.5,94.4,0,0,0,NC (Off-spec),Aug-23
8/21/2023,APW,F1,3963,230821001A,2.00,96.05,0.12,8.23,0.0,13.5,0.47,9.6,28.1,24.0,27.0,88.9,61,5.65,0,Pass,Aug-23
8/21/2023,APW,F3,3963,230821001A,2.00,89.52,1.50,11.90,0.0,11.5,1.58,12.8,29.0,0.0,0.0,0.0,0,0,0,NC (Off-spec),Aug-23
8/21/2023,APW,F1,3963,230821001A,7.30,95.97,0.11,8.14,0.0,13.5,0.47,9.7,28.5,26.0,26.9,96.3,0,0,0,Pass,Aug-23
8/21/2023,VT28,F1,3971,230821002A,10.40,94.34,0.15,9.66,0.0,13.6,0.59,11.8,29.3,26.2,27.6,97.0,0,0,0,Pass,Aug-23
8/21/2023,VT28,F1,3971,230821002A,14.30,94.20,0.18,9.73,0.0,13.7,0.59,11.7,29.5,26.0,27.5,96.3,0,0,0,Pass,Aug-23
8/21/2023,C/P1,F1,3970,230821003A,18.40,95.82,0.12,9.60,0.0,13.2,0.43,12.2,36.2,31.1,32.9,94.2,63,34.15,0,Pass,Aug-23
8/21/2023,C/P1,F3,3970,230821003A,18.40,89.70,1.51,12.49,0.0,12.1,1.35,16.3,40.7,33.6,35.4,96.0,0,0,0,Pass,Aug-23
8/21/2023,C/P1,F1,3970,230821003A,22.00,95.87,0.14,9.53,0.0,13.4,0.44,12.3,36.1,32.1,33.1,97.3,0,0,0,Pass,Aug-23
